From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
Q14512	Q14512	reviewed	FGFP1_HUMAN	Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1) (17 kDa heparin-binding growth factor-binding protein) (17 kDa HBGF-binding protein) (HBp17)	FGFBP1 FGFBP HBP17	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000269|PubMed:11148217, ECO:0000269|PubMed:15806171}. Cell membrane {ECO:0000269|PubMed:11148217, ECO:0000269|PubMed:15806171}; Peripheral membrane protein {ECO:0000269|PubMed:11148217, ECO:0000269|PubMed:15806171}. Note=Extracellular and plasma membrane-associated. Colocalizes with HSPG2 in the pericellular environment of squamous cell carcinomas. {ECO:0000269|PubMed:11148217}.	cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q15303	Q15303	reviewed	ERBB4_HUMAN	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	ERBB4 HER4	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10348342, ECO:0000269|PubMed:12807903, ECO:0000269|PubMed:15534001, ECO:0000269|PubMed:16251361, ECO:0000269|PubMed:16778220, ECO:0000269|PubMed:16837552, ECO:0000269|PubMed:17486069, ECO:0000269|PubMed:17638867, ECO:0000269|PubMed:19193720, ECO:0000269|PubMed:20858735, ECO:0000269|PubMed:8383326, ECO:0000269|PubMed:9334263}; Single-pass type I membrane protein {ECO:0000269|PubMed:10348342, ECO:0000269|PubMed:12807903, ECO:0000269|PubMed:15534001, ECO:0000269|PubMed:16251361, ECO:0000269|PubMed:16778220, ECO:0000269|PubMed:16837552, ECO:0000269|PubMed:17486069, ECO:0000269|PubMed:17638867, ECO:0000269|PubMed:19193720, ECO:0000269|PubMed:20858735, ECO:0000269|PubMed:8383326, ECO:0000269|PubMed:9334263}. Note=In response to NRG1 treatment, the activated receptor is internalized.; SUBCELLULAR LOCATION: [ERBB4 intracellular domain]: Nucleus {ECO:0000269|PubMed:17486069}. Mitochondrion {ECO:0000269|PubMed:17486069}. Note=Following proteolytical processing E4ICD (E4ICD1 or E4ICD2 generated from the respective isoforms) is translocated to the nucleus. Significantly more E4ICD2 than E4ICD1 is found in the nucleus. E4ICD2 colocalizes with YAP1 in the nucleus.	basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; extracellular region [GO:0005576]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; receptor complex [GO:0043235]
Q16674	Q16674	reviewed	MIA_HUMAN	Melanoma-derived growth regulatory protein (Melanoma inhibitory activity protein)	MIA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular space [GO:0005615]
Q96NY8	Q96NY8	reviewed	NECT4_HUMAN	Nectin-4 (Ig superfamily receptor LNIR) (Nectin cell adhesion molecule 4) (Poliovirus receptor-related protein 4) [Cleaved into: Processed poliovirus receptor-related protein 4]	NECTIN4 LNIR PRR4 PVRL4	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, adherens junction {ECO:0000269|PubMed:11544254}. Note=Colocalizes with AFDN at cadherin-based adherens junctions (PubMed:11544254).; SUBCELLULAR LOCATION: [Processed poliovirus receptor-related protein 4]: Secreted {ECO:0000269|PubMed:15784625}. Note=The secreted form is found in breast tumor patients (PubMed:15784625).	adherens junction [GO:0005912]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]
Q9BYH1	Q9BYH1	reviewed	SE6L1_HUMAN	Seizure 6-like protein	SEZ6L KIAA0927 UNQ2542/PRO6094	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; neuronal cell body [GO:0043025]
Q9UBX7	Q9UBX7	reviewed	KLK11_HUMAN	Kallikrein-11 (hK11) (EC 3.4.21.-) (Hippostasin) (Serine protease 20) (Trypsin-like protease) [Cleaved into: Kallikrein-11 inactive chain 1; Kallikrein-11 inactive chain 2]	KLK11 PRSS20 TLSP UNQ649/PRO1279	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Secreted.; SUBCELLULAR LOCATION: [Isoform 2]: Golgi apparatus.	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; secretory granule [GO:0030141]
P32004	P32004	reviewed	L1CAM_HUMAN	Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171)	L1CAM CAML1 MIC5	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12514225, ECO:0000269|PubMed:20621658, ECO:0000269|PubMed:22973895, ECO:0000269|PubMed:26891472}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q05695}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q05695}. Cell projection, axon {ECO:0000269|PubMed:20621658}. Cell projection, dendrite. Note=Colocalized with SHTN1 in close apposition with actin filaments in filopodia and lamellipodia of axonalne growth cones of hippocampal neurons (By similarity). In neurons, detected predominantly in axons and cell body, weak localization to dendrites (PubMed:20621658). {ECO:0000250|UniProtKB:Q05695, ECO:0000269|PubMed:20621658}.	axon [GO:0030424]; axonal growth cone [GO:0044295]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; dendrite [GO:0030425]; focal adhesion [GO:0005925]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q92832	Q92832	reviewed	NELL1_HUMAN	Protein kinase C-binding protein NELL1 (NEL-like protein 1) (Nel-related protein 1)	NELL1 NRP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21723284}. Nucleus envelope {ECO:0000269|PubMed:21723284}. Secreted {ECO:0000250}. Note=Colocalizes with ATRAID on the nuclear envelope and the perinuclear region.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]
Q96J42	Q96J42	reviewed	TXD15_HUMAN	Thioredoxin domain-containing protein 15	TXNDC15 C5orf14 UNQ335/PRO534	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q6P6J9}; Single-pass type I membrane protein {ECO:0000255}.	ciliary membrane [GO:0060170]; cilium [GO:0005929]
Q9H8J5	Q9H8J5	reviewed	MANS1_HUMAN	MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)	MANSC1 LOH12CR3 UNQ316/PRO361	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	membrane [GO:0016020]
A4D1B5	A4D1B5	reviewed	GSAP_HUMAN	Gamma-secretase-activating protein (GSAP) (Protein pigeon homolog) [Cleaved into: Gamma-secretase-activating protein 16 kDa C-terminal form (GSAP-16K)]	GSAP PION	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:20811458}.	trans-Golgi network [GO:0005802]
O00221	O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]
O00451	O00451	reviewed	GFRA2_HUMAN	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.	external side of plasma membrane [GO:0009897]; extrinsic component of membrane [GO:0019898]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
O14662	O14662	reviewed	STX16_HUMAN	Syntaxin-16 (Syn16)	STX16	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type IV membrane protein.; SUBCELLULAR LOCATION: [Isoform C]: Cytoplasm.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]
O43699	O43699	reviewed	SIGL6_HUMAN	Sialic acid-binding Ig-like lectin 6 (Siglec-6) (CD33 antigen-like 1) (CDw327) (Obesity-binding protein 1) (OB-BP1) (CD antigen CD327)	SIGLEC6 CD33L CD33L1 OBBP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.	cytosol [GO:0005829]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]
O43752	O43752	reviewed	STX6_HUMAN	Syntaxin-6	STX6	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:23818989}; Single-pass type IV membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q63635}; Single-pass type IV membrane protein {ECO:0000255}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q63635}; Single-pass type IV membrane protein {ECO:0000255}.	clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; early endosome [GO:0005769]; endomembrane system [GO:0012505]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; SNARE complex [GO:0031201]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]
O60243	O60243	reviewed	H6ST1_HUMAN	Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (EC 2.8.2.-)	HS6ST1 HS6ST	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]
O75054	O75054	reviewed	IGSF3_HUMAN	Immunoglobulin superfamily member 3 (IgSF3) (Glu-Trp-Ile EWI motif-containing protein 3) (EWI-3)	IGSF3 EWI3 KIAA0466	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	cell surface [GO:0009986]; membrane [GO:0016020]
O94760	O94760	reviewed	DDAH1_HUMAN	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	DDAH1 DDAH	Homo sapiens (Human)		cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P01242	P01242	reviewed	SOM2_HUMAN	Growth hormone variant (GH-V) (Growth hormone 2) (Placenta-specific growth hormone)	GH2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	endosome lumen [GO:0031904]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P01275	P01275	reviewed	GLUC_HUMAN	Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	GCG	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Glucagon-like peptide 1]: Secreted {ECO:0000269|PubMed:22037645}.	endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule lumen [GO:0034774]
P04637	P04637	reviewed	P53_HUMAN	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	TP53 P53	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459, ECO:0000269|PubMed:22726440}. Nucleus {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:17591690, ECO:0000269|PubMed:18206965, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459}. Nucleus, PML body {ECO:0000269|PubMed:11025664, ECO:0000269|PubMed:12810724}. Endoplasmic reticulum {ECO:0000269|PubMed:17170702}. Mitochondrion matrix {ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:25168243, ECO:0000269|PubMed:27323408}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28842590}. Note=Recruited into PML bodies together with CHEK2 (PubMed:12810724). Translocates to mitochondria upon oxidative stress (PubMed:22726440). Translocates to mitochondria in response to mitomycin C treatment (PubMed:27323408). {ECO:0000269|PubMed:12810724, ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:27323408}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:23752197}. Cytoplasm. Note=Predominantly nuclear but localizes to the cytoplasm when expressed with isoform 4.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus. Cytoplasm. Note=Localized in the nucleus in most cells but found in the cytoplasm in some cells.; SUBCELLULAR LOCATION: [Isoform 4]: Nucleus. Cytoplasm. Note=Predominantly nuclear but translocates to the cytoplasm following cell stress.; SUBCELLULAR LOCATION: [Isoform 7]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; SUBCELLULAR LOCATION: [Isoform 8]: Nucleus. Cytoplasm. Note=Localized in both nucleus and cytoplasm in most cells. In some cells, forms foci in the nucleus that are different from nucleoli.; SUBCELLULAR LOCATION: [Isoform 9]: Cytoplasm.	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; germ cell nucleus [GO:0043073]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; replication fork [GO:0005657]; site of double-strand break [GO:0035861]; transcription regulator complex [GO:0005667]; transcription repressor complex [GO:0017053]
P09758	P09758	reviewed	TACD2_HUMAN	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	TACSTD2 GA733-1 M1S1 TROP2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	basal plasma membrane [GO:0009925]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; nucleus [GO:0005634]
P0CG37	P0CG37	reviewed	CFC1_HUMAN	Cryptic protein (Cryptic family protein 1)	CFC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18930707}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:18930707}. Secreted {ECO:0000269|PubMed:18930707}. Note=Does not exhibit a typical GPI-signal sequence. The C-ter hydrophilic extension of the GPI-signal sequence reduces the efficiency of processing and could lead to the production of an secreted unprocessed form. This extension is found only in primates.	cell surface [GO:0009986]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]
P15848	P15848	reviewed	ARSB_HUMAN	Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)	ARSB	Homo sapiens (Human)	SUBCELLULAR LOCATION: Lysosome {ECO:0000250|UniProtKB:P50429}. Cell surface {ECO:0000250|UniProtKB:P50429}.	azurophil granule lumen [GO:0035578]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrion [GO:0005739]; rough endoplasmic reticulum [GO:0005791]
P16562	P16562	reviewed	CRIS2_HUMAN	Cysteine-rich secretory protein 2 (CRISP-2) (Cancer/testis antigen 36) (CT36) (Testis-specific protein TPX-1)	CRISP2 GAPDL5 TPX1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular space [GO:0005615]
P21810	P21810	reviewed	PGS1_HUMAN	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	BGN SLRR1A	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133]
P23515	P23515	reviewed	OMGP_HUMAN	Oligodendrocyte-myelin glycoprotein	OMG OMGP	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.	plasma membrane [GO:0005886]
P25685	P25685	reviewed	DNJB1_HUMAN	DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1)	DNAJB1 DNAJ1 HDJ1 HSPF1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1586970}. Nucleus {ECO:0000269|PubMed:1586970}. Nucleus, nucleolus {ECO:0000269|PubMed:1586970}. Note=Translocates rapidly from the cytoplasm to the nucleus, and especially to the nucleoli, upon heat shock.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; sperm head [GO:0061827]
P30041	P30041	reviewed	PRDX6_HUMAN	Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16186110, ECO:0000269|PubMed:19188445, ECO:0000269|PubMed:9497358}. Lysosome {ECO:0000250|UniProtKB:O35244}. Note=Also found in lung secretory organelles (lamellar bodies). {ECO:0000250|UniProtKB:O35244}.	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
P47929	P47929	reviewed	LEG7_HUMAN	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	LGALS7 PIG1; LGALS7B	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11706006}. Nucleus {ECO:0000269|PubMed:11706006}. Secreted {ECO:0000305}. Note=May be secreted by a non-classical secretory pathway.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleus [GO:0005634]
Q01543	Q01543	reviewed	FLI1_HUMAN	Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB)	FLI1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28255014}.	chromatin [GO:0000785]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q02742	Q02742	reviewed	GCNT1_HUMAN	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102) (Core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GlcNAcT) (Core 2-branching enzyme) (Core2-GlcNAc-transferase) (C2GNT) (Core 2 GNT) (Leukocyte type core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GnT-L)	GCNT1 NACGT2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:23027862}; Single-pass type II membrane protein {ECO:0000269|PubMed:23027862}. Note=Also detected in the trans-Golgi network.	extracellular space [GO:0005615]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]
Q07960	Q07960	reviewed	RHG01_HUMAN	Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)	ARHGAP1 CDC42GAP RHOGAP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]
Q10471	Q10471	reviewed	GALT2_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:9394011}; Single-pass type II membrane protein {ECO:0000269|PubMed:9394011}. Secreted {ECO:0000269|PubMed:9394011}. Note=Resides preferentially in the trans and medial parts of the Golgi stack. A secreted form also exists.	endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
Q13561	Q13561	reviewed	DCTN2_HUMAN	Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)	DCTN2 DCTN50	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:8647893}. Membrane {ECO:0000269|PubMed:8647893}; Peripheral membrane protein {ECO:0000269|PubMed:8647893}.	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; extracellular exosome [GO:0070062]; growth cone [GO:0030426]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; vesicle [GO:0031982]
Q13576	Q13576	reviewed	IQGA2_HUMAN	Ras GTPase-activating-like protein IQGAP2	IQGAP2	Homo sapiens (Human)		actin cytoskeleton [GO:0015629]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; lamellipodium [GO:0030027]; microtubule [GO:0005874]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
Q16653	Q16653	reviewed	MOG_HUMAN	Myelin-oligodendrocyte glycoprotein	MOG	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 8]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]
Q49AH0	Q49AH0	reviewed	CDNF_HUMAN	Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Conserved dopamine neurotrophic factor)	CDNF ARMETL1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17611540, ECO:0000269|PubMed:18561914}.	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]
