feat1,type_1
LOC100128059,txn
LINC02762,txn
ZNF718,txn
LINC00989,txn
TUNAR,txn
CDK3,txn
GPR162,txn
LOC100419170,txn
TMED7.TICAM2,txn
LINC02384,txn
LOC100506258,txn
DCANP1,txn
MALAT1,txn
ABCA11P,txn
LINC00599,txn
HOXA10,txn
PCDHGB6,txn
COPDA1,txn
TRNP1,txn
MIR3142HG,txn
EIF5AL1,txn
PCDHGA10,txn
PCDHGB2,txn
LOC101926892,txn
LYN,txn
CD8B2,txn
NPIPB11,txn
CHKB.CPT1B,txn
SIGLEC14,txn
AP5B1,txn
SIGLEC12,txn
LOC728975,txn
SMG1P6,txn
PKD1P5.LOC105376752,txn
IGLL5,txn
SYS1.DBNDD2,txn
LMNTD2.AS1,txn
SLC22A18AS,txn
GVINP1,txn
NPIPA2,txn
ATP6V1G2.DDX39B,txn
SCARNA9,txn
INMT.MINDY4,txn
STX16.NPEPL1,txn
ANKHD1.EIF4EBP3,txn
PIGY,txn
CHMP1B,txn
LOC283194,txn
HCAR3,txn
LOC105369519,txn
NEDD8.MDP1,txn
MIR9.3HG,txn
RAB44,txn
SNHG1,txn
IFNG.AS1,txn
LINC02422,txn
MTRNR2L8,txn
TIFAB,txn
DNAAF4,txn
CYP2B7P,txn
CLEC12B,txn
LIMS4,txn
PGA5,txn
LOC105369609,txn
LIMS3,txn
HP,txn
LOC100506606,txn
LINC01619,txn
ZBED6,txn
MGAM,txn
KRT73.AS1,txn
RPL36A.HNRNPH2,txn
OVCH1.AS1,txn
DDN.AS1,txn
P2RX5.TAX1BP3,txn
LOC613038,txn
LOC388242,txn
CLEC5A,txn
PPT2.EGFL8,txn
ZNF578,txn
PDF,txn
SPESP1,txn
SPECC1L.ADORA2A,txn
BCL2L2.PABPN1,txn
SYNJ2BP.COX16,txn
LOC112268124,txn
RNASE4,txn
MC1R,txn
TUBB3,txn
UBE2F.SCLY,txn
TVP23C.CDRT4,txn
BLOC1S5.TXNDC5,txn
POC1B.GALNT4,txn
NDUFC2.KCTD14,txn
ITGB3,txn
LINC02345,txn
ST20.MTHFS,txn
TGIF2.RAB5IF,txn
SORD2P,txn
LOC643802,txn
ULK4P2,txn
PMF1.BGLAP,txn
SLX1B.SULT1A4,txn
ARMH2,txn
MRC1,txn
MT1L,txn
ANKRD20A1,txn
ADPGK.AS1,txn
LINC00565,txn
WFDC21P,txn
SULT1A3,txn
TMEM178B,txn
EPPK1,txn
LOC101928343,txn
GOLGA8T,txn
LOC100287036,txn
ULK4P1,txn
PECAM1,txn
TEN1.CDK3,txn
DNAAF4.CCPG1,txn
GOLGA8H,txn
PCDHGA9,txn
SNORD3B.2,txn
PCDHGB3,txn
PCDHGA4,txn
SPON1,txn
ROCK1P1,txn
MYZAP,txn
PPIAL4C,txn
FAM72C,txn
SNORD3A,txn
ANXA8L1,txn
TTC39C.AS1,txn
SNORD3C,txn
AGAP12P,txn
SNORD3B.1,txn
ANXA8,txn
FCGR1CP,txn
C21orf59.TCP10L,txn
RARA.AS1,txn
CYP4F35P,txn
BAHCC1,txn
NBPF15,txn
LOC105371967,txn
SNHG25,txn
MYO15B,txn
CEBPA.DT,txn
UPK3BL1,txn
ZNF285,txn
EML2.AS1,txn
CARD8.AS1,txn
FAM156A,txn
HSFX2,txn
ADGRE4P,txn
SPIB,txn
ZNF528.AS1,txn
SNHG8,txn
COMMD3.BMI1,txn
FMC1.LUC7L2,txn
ZNF559.ZNF177,txn
TSNAX.DISC1,txn
LINC01480,txn
NBPF8,txn
H4C15,txn
HEATR9,txn
HSPE1.MOB4,txn
RPS10.NUDT3,txn
H4C14,txn
CTAGE15,txn
LOC102724250,txn
SRXN1,txn
CTAGE6,txn
MMP28,txn
CCL5,txn
MILR1,txn
ATP2B1.AS1,txn
MROH7.TTC4,txn
BMS1P4,txn
LINC01215,txn
LINC01954,txn
H2AC19,txn
CD24,txn
FAM47E.STBD1,txn
MUSTN1,txn
ZSWIM8.AS1,txn
ZNF595,txn
DOC2B,txn
FAM223B,txn
FAM106A,txn
NBPF26,txn
SNURF,txn
C1QTNF3.AMACR,txn
TBC1D3K,txn
CYFIP1,txn
RN7SL2,txn
RNVU1.27,txn
TBC1D3H,txn
ADRA2B,txn
LOC102724219,txn
TBC1D3D,txn
NPEPPSP1,txn
TBC1D3,txn
DGKK,txn
RIMBP3B,txn
PI4KAP1,txn
LOC105379252,txn
NPHP3.ACAD11,txn
RNA5.8SN5,txn
RNU11,txn
LOC102723407,txn
SCARNA16,txn
RNA5.8SN3,txn
CCL4,txn
FCGBP,txn
LOC102724159,txn
LINC01730,txn
LOC102724701,txn
RNVU1.19,txn
PRH1.PRR4,txn
RIMBP3,txn
U2AF1L5,txn
TBC1D3F,txn
SIK1B,txn
UHRF1,txn
CCL4L2,txn
LOC102724951,txn
CCL3L1,txn
RN7SL1,txn
LOC389831,txn
KCNE1B,txn
LOC107987373,txn
LINC00540,txn
PCDHGB5,txn
HERC2P2,txn
PADI6,txn
LOC102724843,txn
LOC102723996,txn
F8A3,txn
F8A1,txn
RPPH1,txn
LOC101929698,txn
MAFIP,txn
MARCKS,txn
NEFL,txn
RNVU1.4,txn
CCL3,txn
LOC102724488,txn
LOC102723360,txn
RNA5.8SN1,txn
SSTR3,txn
RNA5.8SN2,txn
TBC1D3C,txn
ZNF229,txn
TMEM191B,txn
TBC1D3E,txn
GOLGA6L10,txn
LOC102724770,txn
H3C10,txn
LINC01451,txn
PWAR5,txn
FAM223A,txn
LOC399900,txn
GATD3B,txn
LOC285097,txn
LOC101929823,txn
MIR4697HG,txn
CCDC163,txn
N4BP2L2.IT2,txn
TRG.AS1,txn
TMEM272,txn
HCP5B,txn
GIMAP1.GIMAP5,txn
TMEM265,txn
WASH5P,txn
ADORA3,txn
(12 or 13)-methylmyristate (a15:0 or i15:0),met
(14 or 15)-methylpalmitate (a17:0 or i17:0),met
(16 or 17)-methylstearate (a19:0 or i19:0),met
(2 or 3)-decenoate (10:1n7 or n8),met
"(2,4 or 2,5)-dimethylphenol sulfate",met
(2-butoxyethoxy)acetic acid,met
(N(1) + N(8))-acetylspermidine,met
(R)-3-hydroxybutyrylcarnitine,met
(S)-3-hydroxybutyrylcarnitine,met
(S)-a-amino-omega-caprolactam,met
"1,2,3-benzenetriol sulfate (2)",met
"1,3,7-trimethylurate",met
"1,3-dimethylurate",met
"1,5-anhydroglucitol (1,5-AG)",met
"1,7-dimethylurate",met
1-carboxyethylisoleucine,met
1-carboxyethylleucine,met
1-carboxyethylphenylalanine,met
1-carboxyethyltyrosine,met
1-carboxyethylvaline,met
1-linoleoyl-GPA (18:2)*,met
1-linoleoyl-GPG (18:2)*,met
1-methyl-4-imidazoleacetate,met
1-methyl-5-imidazoleacetate,met
1-methylhistidine,met
1-methylnicotinamide,met
1-methylurate,met
1-methylxanthine,met
1-oleoyl-GPG (18:1)*,met
1-palmitoyl-GPG (16:0)*,met
1-ribosyl-imidazoleacetate*,met
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),met
1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*,met
1-stearoyl-GPG (18:0),met
10-heptadecenoate (17:1n7),met
10-hydroxywarfarin,met
10-nonadecenoate (19:1n9),met
10-undecenoate (11:1n1),met
11-ketoetiocholanolone glucuronide,met
11beta-hydroxyandrosterone glucuronide,met
"12,13-DiHOME",met
13-HODE + 9-HODE,met
16-hydroxypalmitate,met
16a-hydroxy DHEA 3-sulfate,met
17alpha-hydroxypregnanolone glucuronide,met
1H-indole-7-acetic acid,met
2'-deoxyuridine,met
2'-O-methylcytidine,met
2'-O-methyluridine,met
"2,3-dihydroxy-2-methylbutyrate",met
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",met
"2,3-dihydroxyisovalerate",met
"2,3-dihydroxypyridine",met
"2,6-dihydroxybenzoic acid",met
2-acetamidophenol sulfate,met
2-aminoadipate,met
2-aminobutyrate,met
2-aminoheptanoate,met
2-aminooctanoate,met
2-aminophenol sulfate,met
2-ethylphenylsulfate,met
2-hydroxy-3-methylvalerate,met
2-hydroxy-4-(methylthio)butanoic acid,met
2-hydroxyacetaminophen sulfate*,met
2-hydroxyarachidate*,met
2-hydroxybutyrate/2-hydroxyisobutyrate,met
2-hydroxydecanoate,met
2-hydroxyfluorene sulfate,met
2-hydroxyglutarate,met
2-hydroxyhippurate (salicylurate),met
2-hydroxylaurate,met
2-hydroxyoctanoate,met
2-hydroxypalmitate,met
2-hydroxyphenylacetate,met
2-hydroxysebacate,met
2-hydroxystearate,met
2-isopropylmalate,met
2-ketocaprylate,met
2-methoxyacetaminophen glucuronide*,met
2-methoxyacetaminophen sulfate*,met
2-methoxyhydroquinone sulfate (1),met
2-methoxyhydroquinone sulfate (2),met
2-methoxyresorcinol sulfate,met
2-methylbutyrylcarnitine (C5),met
2-methylcitrate/homocitrate,met
2-methylmalonylcarnitine (C4-DC),met
2-methylserine,met
2-naphthol sulfate,met
2-O-methylascorbic acid,met
2-oxindole-3-acetate,met
2-oxoarginine*,met
2-piperidinone,met
21-hydroxypregnenolone disulfate,met
"2R,3R-dihydroxybutyrate",met
"2S,3R-dihydroxybutyrate",met
"3,4-dihydroxybutyrate",met
"3,5-dichloro-2,6-dihydroxybenzoic acid",met
"3,7-dimethylurate",met
3-(3-amino-3-carboxypropyl)uridine*,met
3-(3-hydroxyphenyl)propionate,met
3-(3-hydroxyphenyl)propionate sulfate,met
3-(4-hydroxyphenyl)lactate (HPLA),met
3-(cystein-S-yl)acetaminophen*,met
3-(methylthio)acetaminophen sulfate*,met
3-(N-acetyl-L-cystein-S-yl) acetaminophen,met
3-acetylphenol sulfate,met
3-amino-2-piperidone,met
3-aminoisobutyrate,met
"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",met
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP),met
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),met
3-decenoylcarnitine,met
3-ethylcatechol sulfate (1),met
3-ethylcatechol sulfate (2),met
3-formylindole,met
3-hydroxy-2-ethylpropionate,met
3-hydroxy-2-methylpyridine sulfate,met
3-hydroxy-3-methylglutarate,met
3-hydroxyadipate*,met
3-hydroxybutyrate (BHBA),met
3-hydroxybutyroylglycine,met
3-hydroxycotinine glucuronide,met
3-hydroxydecanoate,met
3-hydroxydecanoylcarnitine,met
3-hydroxydodecanedioate*,met
3-hydroxyhexanoate,met
3-hydroxyhexanoylcarnitine (1),met
3-hydroxyhippurate,met
3-hydroxyhippurate sulfate,met
3-hydroxyisobutyrate,met
3-hydroxylaurate,met
3-hydroxymyristate,met
3-hydroxyoctanoate,met
3-hydroxyoleoylcarnitine,met
3-hydroxypyridine glucuronide,met
3-hydroxypyridine sulfate,met
3-hydroxysebacate,met
3-hydroxystachydrine*,met
3-hydroxystearate,met
3-indoleglyoxylic acid,met
3-indoxyl sulfate,met
3-methoxycatechol sulfate (1),met
3-methoxycatechol sulfate (2),met
3-methoxytyramine sulfate,met
3-methoxytyrosine,met
3-methyl catechol sulfate (1),met
3-methyl catechol sulfate (2),met
3-methyl-2-oxobutyrate,met
3-methyl-2-oxovalerate,met
3-methyladipate,met
3-methylcytidine,met
3-methylglutaconate,met
3-methylglutarate/2-methylglutarate,met
3-methylglutarylcarnitine (2),met
3-methylhistidine,met
3-methylxanthine,met
3-phenylpropionate (hydrocinnamate),met
3-phosphoglycerate,met
3-ureidopropionate,met
"3beta,7alpha-dihydroxy-5-cholestenoate",met
3beta-hydroxy-5-cholestenoate,met
4-acetamidobutanoate,met
4-acetamidophenol,met
4-acetamidophenylglucuronide,met
4-acetaminophen sulfate,met
4-acetylcatechol sulfate (1),met
4-acetylphenyl sulfate,met
4-allylcatechol sulfate,met
4-allylphenol sulfate,met
4-chlorobenzoic acid,met
4-cholesten-3-one,met
4-ethylcatechol sulfate,met
4-ethylphenyl sulfate,met
4-guanidinobutanoate,met
4-hydroxy-2-oxoglutaric acid,met
4-hydroxychlorothalonil,met
4-hydroxycoumarin,met
4-hydroxyglutamate,met
4-hydroxyhippurate,met
4-hydroxyphenylacetatoylcarnitine,met
4-hydroxyphenylacetylglutamine,met
4-hydroxyphenylpyruvate,met
4-imidazoleacetate,met
4-methoxyphenol sulfate,met
4-methyl-2-oxopentanoate,met
4-methylcatechol sulfate,met
4-methylguaiacol sulfate,met
4-methylhexanoylglutamine,met
4-methylnonanoylcarnitine,met
4-vinylguaiacol sulfate,met
4-vinylphenol sulfate,met
"5,6-dihydrothymine",met
"5,6-dihydrouracil",met
"5,6-dihydrouridine",met
5-(galactosylhydroxy)-L-lysine,met
5-acetylamino-6-amino-3-methyluracil,met
5-acetylamino-6-formylamino-3-methyluracil,met
5-dodecenoate (12:1n7),met
5-dodecenoylcarnitine (C12:1),met
5-hydroxy-2-methylpyridine sulfate,met
5-hydroxyhexanoate,met
5-hydroxylysine,met
5-hydroxymethyl-2-furoic acid,met
5-hydroxymethyl-2-furoylcarnitine*,met
5-methylthioadenosine (MTA),met
5-methyluridine (ribothymidine),met
5-oxoproline,met
"5alpha-androstan-3alpha,17alpha-diol monosulfate",met
"5alpha-androstan-3alpha,17beta-diol 17-glucuronide",met
"5alpha-androstan-3alpha,17beta-diol disulfate",met
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",met
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",met
"5alpha-androstan-3beta,17alpha-diol disulfate",met
"5alpha-androstan-3beta,17beta-diol disulfate",met
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",met
"5alpha-pregnan-3beta,20alpha-diol disulfate",met
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",met
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",met
5alpha-pregnan-diol disulfate,met
6-bromotryptophan,met
6-hydroxyindole sulfate,met
6-hydroxywarfarin,met
6-oxopiperidine-2-carboxylate,met
7-HOCA,met
7-hydroxyindole sulfate,met
7-hydroxywarfarin,met
7-methylguanine,met
7-methylxanthine,met
8-methoxykynurenate,met
"9,10-DiHOME",met
9-hydroxystearate,met
abacavir,met
acesulfame,met
acetoacetate,met
acetylcarnitine (C2),met
acisoga,met
aconitate [cis or trans],met
"adenosine 3',5'-cyclic monophosphate (cAMP)",met
AMP,met
adipate,met
adipoylcarnitine (C6-DC),met
adrenate (22:4n6),met
adrenoylcarnitine (C22:4)*,met
alanine,met
allantoin,met
alliin,met
allo-threonine,met
allopurinol,met
allopurinol riboside,met
alpha-hydroxyisocaproate,met
alpha-hydroxyisovalerate,met
alpha-hydroxymetoprolol,met
alpha-ketobutyrate,met
alpha-ketoglutaramate*,met
alpha-ketoglutarate,met
alpha-tocopherol,met
andro steroid monosulfate C19H28O6S (1)*,met
"androstenediol (3alpha, 17alpha) monosulfate (2)",met
"androstenediol (3alpha, 17alpha) monosulfate (3)",met
"androstenediol (3beta,17beta) disulfate (1)",met
"androstenediol (3beta,17beta) disulfate (2)",met
"androstenediol (3beta,17beta) monosulfate (1)",met
"androstenediol (3beta,17beta) monosulfate (2)",met
androsterone glucuronide,met
androsterone sulfate,met
anserine,met
anthranilate,met
arabinose,met
arabitol/xylitol,met
arabonate/xylonate,met
arachidate (20:0),met
arachidonate (20:4n6),met
arachidonoylcarnitine (C20:4),met
arachidonoylcholine,met
arachidoylcarnitine (C20)*,met
argininate*,met
arginine,met
ascorbic acid 2-sulfate,met
ascorbic acid 3-sulfate*,met
asparagine,met
aspartate,met
atazanavir,met
azelate (C9-DC),met
behenoylcarnitine (C22)*,met
benzoate,met
benzoylcarnitine*,met
beta-alanine,met
beta-citrylglutamate,met
beta-cryptoxanthin,met
beta-hydroxyisovalerate,met
beta-hydroxyisovaleroylcarnitine,met
beta-sitosterol,met
betaine,met
"bilirubin (E,E)*",met
"bilirubin (E,Z or Z,E)*",met
bilirubin,met
biliverdin,met
branched chain 14:0 dicarboxylic acid,met
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",met
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",met
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",met
butyrate/isobutyrate (4:0),met
butyrylcarnitine (C4),met
butyrylglycine (C4),met
C-glycosyltryptophan,met
caffeic acid sulfate,met
caffeine,met
campesterol,met
caprate (10:0),met
caproate (6:0),met
caprylate (8:0),met
carboxyethyl-GABA,met
carboxyibuprofen,met
carboxyibuprofen glucuronide*,met
carnitine,met
carotene diol (1),met
carotene diol (2),met
carotene diol (3),met
catechol glucuronide,met
catechol sulfate,met
cerotoylcarnitine (C26)*,met
cetirizine,met
chenodeoxycholate,met
chiro-inositol,met
cholate,met
cholesterol,met
choline,met
phosphocholine,met
cinnamoylglycine,met
cis-4-decenoate (10:1n6)*,met
cis-4-decenoylcarnitine (C10:1),met
citalopram N-oxide*,met
citalopram propionate*,met
citalopram/escitalopram,met
citraconate/glutaconate,met
citramalate,met
citrate,met
citrulline,met
cobicistat,met
cortisol,met
cortisone,met
cortolone glucuronide (1),met
cotinine,met
cotinine N-oxide,met
creatine,met
creatinine,met
"cys-gly, oxidized",met
cystathionine,met
cysteine,met
cysteine s-sulfate,met
cysteine sulfinic acid,met
cysteine-glutathione disulfide,met
cysteinylglycine,met
cysteinylglycine disulfide*,met
cystine,met
cytidine,met
cytosine,met
darunavir,met
decadienedioic acid (C10:2-DC),met
decanoylcarnitine (C10),met
dehydroepiandrosterone sulfate (DHEA-S),met
deoxycarnitine,met
deoxycholate,met
deoxycholic acid 12-sulfate*,met
deoxycholic acid glucuronide,met
desmethylcitalopram*,met
didesmethylcitalopram*,met
dihomolinoleate (20:2n6),met
dihomolinolenate (20:3n3 or 3n6),met
dihomo-linolenoyl-choline,met
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,met
dihomo-linoleoylcarnitine (C20:2)*,met
dihydrocaffeate sulfate (2),met
dihydroferulate,met
dihydroferulic acid sulfate,met
dihydroorotate,met
dimethyl sulfone,met
dimethylarginine (ADMA + SDMA),met
dimethylglycine,met
diphenhydramine,met
docosadienoate (22:2n6),met
docosadioate (C22-DC),met
docosahexaenoate (DHA; 22:6n3),met
docosahexaenoylcarnitine (C22:6)*,met
docosahexaenoylcholine,met
docosapentaenoate (DPA; 22:5n3),met
docosapentaenoate (n6 DPA; 22:5n6),met
docosapentaenoylcarnitine (C22:5n3)*,met
docosatrienoate (22:3n3),met
docosatrienoate (22:3n6)*,met
dodecadienoate (12:2)*,met
dodecanedioate (C12),met
dodecenedioate (C12:1-DC)*,met
dolutegravir,met
dopamine 3-O-sulfate,met
dopamine 4-sulfate,met
doxycycline,met
ectoine,met
EDTA,met
efavirenz,met
eicosanedioate (C20-DC),met
eicosapentaenoate (EPA; 20:5n3),met
eicosapentaenoylcholine,met
eicosenoate (20:1n9 or 1n11),met
eicosenoylcarnitine (C20:1)*,met
elvitegravir,met
emtricitabine,met
epiandrosterone sulfate,met
ergothioneine,met
erucate (22:1n9),met
erucoylcarnitine (C22:1)*,met
erythritol,met
erythronate*,met
ethyl alpha-glucopyranoside,met
ethyl beta-glucopyranoside,met
ethyl glucuronide,met
ethylmalonate,met
etiocholanolone glucuronide,met
eugenol sulfate,met
ferulic acid 4-sulfate,met
fexofenadine,met
formiminoglutamate,met
fructose,met
fructosyllysine,met
fumarate,met
furosemide,met
gabapentin,met
galactonate,met
gamma-CEHC,met
gamma-glutamyl-2-aminobutyrate,met
gamma-glutamyl-alpha-lysine,met
gamma-glutamyl-epsilon-lysine,met
gamma-glutamylcitrulline*,met
gamma-glutamylglutamate,met
gamma-glutamylglutamine,met
gamma-glutamylglycine,met
gamma-glutamylhistidine,met
gamma-glutamylisoleucine*,met
gamma-glutamylleucine,met
gamma-glutamylmethionine,met
gamma-glutamylphenylalanine,met
gamma-glutamylthreonine,met
gamma-glutamyltryptophan,met
gamma-glutamyltyrosine,met
gamma-glutamylvaline,met
gamma-tocopherol/beta-tocopherol,met
genistein sulfate*,met
gentisate,met
GlcNAc sulfate conjugate of C21H34O2 steroid,met
gluconate,met
glucose,met
glucuronate,met
glucuronide of C10H18O2 (1)*,met
glucuronide of C10H18O2 (7)*,met
glucuronide of C10H18O2 (8)*,met
glucuronide of C12H22O4 (1)*,met
glucuronide of C12H22O4 (2)*,met
glucuronide of C14H26O4 (1)*,met
glucuronide of piperine metabolite C17H21NO3 (3)*,met
glucuronide of piperine metabolite C17H21NO3 (4)*,met
glucuronide of piperine metabolite C17H21NO3 (5)*,met
glutamate,met
"glutamate, gamma-methyl ester",met
glutamine,met
glutamine conjugate of C6H10O2 (1)*,met
glutamine conjugate of C6H10O2 (2)*,met
glutamine conjugate of C7H12O2*,met
glutarate (C5-DC),met
glutarylcarnitine (C5-DC),met
glycerate,met
glycerol,met
glycerol 3-phosphate,met
glycerophosphoethanolamine,met
glycerophosphorylcholine (GPC),met
glycine,met
glycine conjugate of C10H12O2*,met
glycine conjugate of C10H14O2 (1)*,met
glyco-beta-muricholate,met
glycochenodeoxycholate,met
glycochenodeoxycholate 3-sulfate,met
glycochenodeoxycholate glucuronide (1),met
glycocholate,met
glycocholenate sulfate*,met
glycodeoxycholate,met
glycodeoxycholate 3-sulfate,met
glycohyocholate,met
glycolithocholate,met
glycolithocholate sulfate*,met
glycoursodeoxycholate,met
glycoursodeoxycholic acid sulfate (1),met
glycylvaline,met
glycyrrhetinate,met
guaiacol sulfate,met
guanidinoacetate,met
guanidinosuccinate,met
gulonate*,met
heme,met
heneicosapentaenoate (21:5n3),met
heptanoate (7:0),met
heptenedioate (C7:1-DC)*,met
hexadecadienoate (16:2n6),met
hexadecanedioate (C16),met
hexadecasphingosine (d16:1)*,met
hexadecenedioate (C16:1-DC)*,met
hexanoylcarnitine (C6),met
hexanoylglutamine,met
hexanoylglycine (C6),met
hippurate,met
histidine,met
histidine betaine (hercynine)*,met
homoarginine,met
homocitrulline,met
homostachydrine*,met
homovanillate (HVA),met
hydantoin-5-propionate,met
hydrochlorothiazide,met
hydroquinone sulfate,met
hydroxy-CMPF*,met
"hydroxy-N6,N6,N6-trimethyllysine*",met
hydroxyasparagine,met
hydroxycotinine,met
hyocholate,met
hypotaurine,met
hypoxanthine,met
ibuprofen,met
ibuprofen acyl glucuronide,met
imidazole lactate,met
imidazole propionate,met
iminodiacetate (IDA),met
indole-3-carboxylate,met
indoleacetate,met
indoleacetoylcarnitine*,met
indoleacetylglutamine,met
indolelactate,met
indolepropionate,met
indolin-2-one,met
isobutyrylcarnitine (C4),met
isobutyrylglycine (C4),met
isocitric lactone,met
isoeugenol sulfate,met
isoleucine,met
isoleucylglycine,met
isoursodeoxycholate,met
isovalerate (C5),met
isovalerylcarnitine (C5),met
isovalerylglycine,met
kynurenate,met
kynurenine,met
L-urobilin,met
lactate,met
lactobacillic acid,met
lamivudine,met
lamotrigine,met
lanthionine,met
laurate (12:0),met
laurylcarnitine (C12),met
leucine,met
leucylglycine,met
levetiracetam,met
levulinoylcarnitine,met
lignoceroylcarnitine (C24)*,met
linoleate (18:2n6),met
linolenate (18:3n3 or 3n6),met
linolenoylcarnitine (C18:3)*,met
linoleoylcarnitine (C18:2)*,met
linoleoylcholine*,met
lithocholate sulfate (1),met
lopinavir,met
losartan,met
lysine,met
m-tyramine sulfate,met
malate,met
maleate,met
malonate,met
malonylcarnitine,met
maltol sulfate,met
maltose,met
mannitol/sorbitol,met
mannonate*,met
mannose,met
maraviroc,met
margarate (17:0),met
margaroylcarnitine (C17)*,met
mead acid (20:3n9),met
metabolonic lactone sulfate,met
metformin,met
methionine,met
methionine sulfone,met
methionine sulfoxide,met
methyl glucopyranoside (alpha + beta),met
methyl indole-3-acetate,met
methyl vanillate sulfate,met
methyl-4-hydroxybenzoate sulfate,met
methylmalonate (MMA),met
methylsuccinate,met
methylsuccinoylcarnitine,met
metoprolol,met
metoprolol acid metabolite*,met
myo-inositol,met
myristate (14:0),met
myristoleate (14:1n5),met
myristoleoylcarnitine (C14:1)*,met
myristoylcarnitine (C14),met
"N,N,N-trimethyl-5-aminovalerate",met
"N,N,N-trimethyl-alanylproline betaine (TMAP)",met
"N,N-dimethyl-5-aminovalerate",met
"N,N-dimethylalanine",met
"N,O-didesmethylvenlafaxine glucuronide",met
N-(2-furoyl)glycine,met
N-acetyl-1-methylhistidine*,met
N-acetyl-2-aminooctanoate*,met
N-acetyl-3-methylhistidine*,met
N-acetyl-aspartyl-glutamate (NAAG),met
N-acetyl-beta-alanine,met
N-acetyl-isoputreanine,met
N-acetyl-S-allyl-L-cysteine,met
N-acetylalanine,met
N-acetylalliin,met
N-acetylarginine,met
N-acetylasparagine,met
N-acetylaspartate (NAA),met
N-acetylcarnosine,met
N-acetylcitrulline,met
N-acetylglucosamine/N-acetylgalactosamine,met
N-acetylglucosaminylasparagine,met
N-acetylglutamate,met
N-acetylglutamine,met
N-acetylglycine,met
N-acetylhistidine,met
N-acetylisoleucine,met
N-acetylkynurenine (2),met
N-acetylleucine,met
N-acetylmethionine,met
N-acetylneuraminate,met
N-acetylphenylalanine,met
N-acetylproline,met
N-acetylputrescine,met
N-acetylserine,met
N-acetyltaurine,met
N-acetyltheanine,met
N-acetylthreonine,met
N-acetyltryptophan,met
N-acetyltyrosine,met
N-acetylvaline,met
N-carbamoylalanine,met
N-carbamoylaspartate,met
N-delta-acetylornithine,met
N-desmethyl tramadol,met
N-formylanthranilic acid,met
N-formylmethionine,met
N-formylphenylalanine,met
N-methylhydroxyproline,met
N-methylpipecolate,met
N-methylproline,met
N-methyltaurine,met
N-monomethylarginine,met
N-oleoylserine,met
N-oleoyltaurine,met
N-palmitoylglycine,met
N-palmitoylserine,met
N-stearoylserine*,met
N-stearoyltaurine,met
N1-Methyl-2-pyridone-5-carboxamide,met
N1-Methyl-4-pyridone-3-carboxamide,met
1-methyladenosine,met
N1-methylinosine,met
"N2,N2-dimethylguanosine",met
"N2,N5-diacetylornithine",met
"N2-acetyl,N6,N6-dimethyllysine",met
"N2-acetyl,N6-methyllysine",met
N4-acetylcytidine,met
N4-acetylsulfamethoxazole*,met
"N6,N6,N6-trimethyllysine",met
"N6,N6-dimethyllysine",met
N6-acetyllysine,met
N6-carbamoylthreonyladenosine,met
N6-carboxymethyllysine,met
N6-methyladenosine,met
N6-methyllysine,met
N6-succinyladenosine,met
nervonoylcarnitine (C24:1)*,met
nicotinamide,met
nicotinamide riboside,met
nisinate (24:6n3),met
nonadecanoate (19:0),met
nonanoylcarnitine (C9),met
norcotinine,met
nornicotine,met
O-acetylhomoserine,met
o-cresol sulfate,met
O-desmethyltramadol,met
O-desmethyltramadol glucuronide,met
O-desmethylvenlafaxine,met
O-sulfo-L-tyrosine,met
octadecadienedioate (C18:2-DC)*,met
octadecanedioate (C18),met
octadecanedioylcarnitine (C18-DC)*,met
octadecenedioate (C18:1-DC),met
octadecenedioylcarnitine (C18:1-DC)*,met
octanoylcarnitine (C8),met
oleate/vaccenate (18:1),met
oleoyl ethanolamide,met
oleoylcarnitine (C18:1),met
oleoylcholine,met
omeprazole,met
ornithine,met
orotate,met
orotidine,met
oxalate (ethanedioate),met
oxypurinol,met
p-cresol glucuronide*,met
p-cresol sulfate,met
palmitate (16:0),met
palmitoleate (16:1n7),met
palmitoleoylcarnitine (C16:1)*,met
palmitoloelycholine,met
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),met
palmitoylcarnitine (C16),met
palmitoylcholine,met
pantoate,met
pantoprazole,met
pantothenate (Vitamin B5),met
paraxanthine,met
pentadecanoate (15:0),met
pentose acid*,met
perfluorooctanesulfonate (PFOS),met
perfluorooctanoate (PFOA),met
phenol glucuronide,met
phenol sulfate,met
phenylacetate,met
phenylacetylcarnitine,met
phenylacetylglutamate,met
phenylacetylglutamine,met
phenylacetylglycine,met
