Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio Adj. P-Value: (Both) / (Control),Abundance Ratio Adj. P-Value: (Spermidine) / (Control),Abundance Ratio Adj. P-Value: (Spermine) / (Control),"Abundance: F21: 128C, Sample, Both","Abundance: F21: 131C, Sample, Both","Abundance: F21: 132C, Sample, Both","Abundance: F21: 134N, Sample, Both","Abundance: F21: 126, Sample, Control","Abundance: F21: 130N, Sample, Control","Abundance: F21: 130C, Sample, Control","Abundance: F21: 131N, Sample, Control","Abundance: F21: 127C, Sample, Spermidine","Abundance: F21: 129N, Sample, Spermidine","Abundance: F21: 132N, Sample, Spermidine","Abundance: F21: 133N, Sample, Spermidine","Abundance: F21: 127N, Sample, Spermine","Abundance: F21: 128N, Sample, Spermine","Abundance: F21: 129C, Sample, Spermine","Abundance: F21: 133C, Sample, Spermine","Abundances (Normalized): F21: 128C, Sample, Both","Abundances (Normalized): F21: 131C, Sample, Both","Abundances (Normalized): F21: 132C, Sample, Both","Abundances (Normalized): F21: 134N, Sample, Both","Abundances (Normalized): F21: 126, Sample, Control","Abundances (Normalized): F21: 130N, Sample, Control","Abundances (Normalized): F21: 130C, Sample, Control","Abundances (Normalized): F21: 131N, Sample, Control","Abundances (Normalized): F21: 127C, Sample, Spermidine","Abundances (Normalized): F21: 129N, Sample, Spermidine","Abundances (Normalized): F21: 132N, Sample, Spermidine","Abundances (Normalized): F21: 133N, Sample, Spermidine","Abundances (Normalized): F21: 127N, Sample, Spermine","Abundances (Normalized): F21: 128N, Sample, Spermine","Abundances (Normalized): F21: 129C, Sample, Spermine","Abundances (Normalized): F21: 133C, Sample, Spermine","Found in Sample: [S300] F21: 128C, Sample, Both","Found in Sample: [S306] F21: 131C, Sample, Both","Found in Sample: [S308] F21: 132C, Sample, Both","Found in Sample: [S311] F21: 134N, Sample, Both","Found in Sample: [S296] F21: 126, Sample, Control","Found in Sample: [S303] F21: 130N, Sample, Control","Found in Sample: [S304] F21: 130C, Sample, Control","Found in Sample: [S305] F21: 131N, Sample, Control","Found in Sample: [S298] F21: 127C, Sample, Spermidine","Found in Sample: [S301] F21: 129N, Sample, Spermidine","Found in Sample: [S307] F21: 132N, Sample, Spermidine","Found in Sample: [S309] F21: 133N, Sample, Spermidine","Found in Sample: [S297] F21: 127N, Sample, Spermine","Found in Sample: [S299] F21: 128N, Sample, Spermine","Found in Sample: [S302] F21: 129C, Sample, Spermine","Found in Sample: [S310] F21: 133C, Sample, Spermine",# Protein Groups,Modifications
0,High,Master Protein,Q969H8,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,0,0,8.332,7,1,2,1,173,18.8,6.68,50,1,0,0,0.4148750771,0.3552379242,1,307976.5363125,232191.403202344,261003.039953907,222267.470467969,244630.6669125,345126.956521875,272332.575590626,303800.120610938,282303.79022542,320021.761485938,303442.37735625,239413.177239844,333144.611473441,312263.895590626,284572.905065626,202090.357734375,363075.581261123,344799.687722354,340448.660131277,297627.745136806,408282.75642667,416514.358819616,403279.207236887,363807.440456138,293879.056552791,320021.761485938,355457.897019648,329385.457742547,378292.015329675,437696.260316765,398505.383491537,339805.426389552,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P07305,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,0,0,8.319,9,2,2,2,194,20.9,10.84,51,2,0,0,0.9999999999,1,1,148258.565503125,200011.282298438,128011.92834375,91906.4482875,331844.920017189,265177.842445313,144806.829492187,144007.734079688,118086.996020925,349068.141417187,145956.763064063,99854.3808281252,163040.307117187,187272.879904688,308167.417368205,85309.107761407,174783.006171508,297012.83822877,166976.942081392,123067.531698405,553841.267576099,320028.258969907,214434.807416798,172452.483020947,122928.902067068,349068.141417187,170976.395935747,137379.994350607,185135.356344333,262497.971589044,431546.266885784,143443.250151891,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q12912,"Inositol 1,4,5-triphosphate receptor associated 2 OS=Homo sapiens OX=9606 GN=IRAG2 PE=1 SV=3",0,0,8.297,2,1,3,1,555,62.1,5.85,52,1,0,0,0.2668751782,0.1950513882,1,137049.873675,104063.448717252,120115.111823438,111006.856898438,88410.5859656249,113147.997342188,96857.3626453125,113329.70323125,157174.37505,148287.126951563,142979.916285937,119198.129428125,129887.157159374,102606.258459375,110035.235114062,88805.4855187501,161569.005035578,154532.183905841,156676.446715064,148643.97585416,147555.162199895,136551.969280087,143429.629518041,135714.854810793,163618.975916283,148287.126951563,167489.263700886,163993.188998138,147489.326721946,143821.864285075,154089.27830497,149322.244815331,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NNW7,"Thioredoxin reductase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TXNRD2 PE=1 SV=3",0,0,8.278,3,1,2,1,524,56.5,7.5,45,1,0,0,0.9999999999,1,1,96915.363126859,77164.7730111329,75052.7012748047,89141.5841894532,65095.8777111328,79437.1361695314,77531.850561137,84413.196733594,85872.0104021482,84316.0891546877,83352.2664433596,86144.5080246095,91012.8125800779,85118.7079488283,79346.7250898439,65928.3491882813,114254.164365017,114588.177126518,97897.6780988938,119365.234347476,108643.469436401,95868.2224406941,114811.763381936,101086.691416092,89393.0094991773,84316.0891546877,97640.3546528821,118517.905049423,103346.772260444,119309.791103866,111114.222569552,110855.416647484,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,0,0,8.276,3,1,4,1,379,43.1,6.74,42,1,0,0,0.7630261807,0.8119229293,1,523012.448268749,485581.791079687,452103.217964062,469397.120001562,643378.284346877,612402.36605625,533282.624943749,534862.986075001,515558.418993749,645227.397581251,590994.904087502,457149.258192385,537105.243965944,583393.231575001,662156.736656252,382426.18095,616582.844055681,721079.452636027,589717.019480255,628547.245827898,1073783.03249347,739074.053815229,789702.788049143,640510.390737704,536697.795133211,645227.397581251,692302.135207829,628947.49320968,609893.176075616,817734.740904053,927259.832456124,643031.626729307,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y5K8,V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1,0,0,8.25,9,1,3,1,247,28.2,9.36,44,1,0,0,0.6613656395,0.5667292917,1,65247.5969054618,54807.1764410157,49934.6440183595,63347.569003125,59617.7197066059,92015.5569609377,61343.0730644531,71179.9881890623,63898.7475457031,61604.9491664062,70602.4183347655,56794.49221875,65968.5773226562,84733.9833914061,58607.9351085937,48591.8798716511,76920.8247355059,81387.5839551988,65134.0407881266,84825.7015864829,99500.5542064435,111048.41272109,90838.87897456,85239.6281564496,66518.7797466039,61604.9491664062,82704.9516433017,78138.0541890038,74908.5688447602,118770.527671835,82072.3872172975,81704.9593259625,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96B49,Mitochondrial import receptor subunit TOM6 homolog OS=Homo sapiens OX=9606 GN=TOMM6 PE=1 SV=1,0,0,8.241,19,1,3,1,74,8,4.89,111,1,0,0,0.786258544,1,1,84349.5528393009,66717.772751953,68838.0742242186,61898.9929384883,50458.5750796874,68395.2564023437,48329.1622945312,68307.3267808591,62592.2489671875,86501.289883594,71536.2297503904,71032.7419054687,80146.4618624999,63229.7116300783,55251.0548132812,55026.8019468751,99440.2472764025,99074.5862815481,89791.4067966083,82885.9826214483,84214.1599780111,82542.3973074087,71567.4436460339,81799.5518585409,65158.7109734034,86501.289883594,83798.8352494839,97727.086190422,91007.8252366544,88628.2683082736,77371.5360624406,92524.9779753881,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,0,0,8.238,7,3,4,3,394,43.8,6.55,20,3,0,0,0.9304980298,1,1,870832.750345605,651682.786182093,692202.261918749,690941.630259374,759920.75259375,895265.336315625,751790.65314375,812291.378146877,897662.209846876,1189231.75315313,909868.663687499,636044.507174999,881561.963596875,816221.2653375,847295.048531251,486908.0935125,1026630.50503344,967736.178302018,902898.803982111,925206.909505373,1268289.63617133,1080445.50123483,1113276.80116998,972737.096331372,934468.939018655,1189231.75315313,1065836.63289301,875072.180887475,1001030.30444373,1144086.78196214,1186520.68498075,818713.045904,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9HAB8,Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2,0,0,8.223,9,3,7,3,311,34,6.71,22,3,0,0,0.8062851807,1,1,461812.094699999,352065.446493751,405085.074281251,430885.324031252,298255.764955153,356759.6038875,361341.45279375,436437.1638,491821.025849999,474130.234874999,488267.775084374,412209.749840626,470933.81528341,369984.819290624,363826.800253126,312237.139500001,544433.341332481,522810.295018067,528387.220327342,576977.940739397,497781.767809146,430553.148219599,535086.536410316,522643.266772612,511987.100684023,474130.234874999,571965.715619843,567119.565859046,534754.26567017,518602.931892526,509489.610495192,525012.056547044,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13488,V-type proton ATPase 116 kDa subunit a3 OS=Homo sapiens OX=9606 GN=TCIRG1 PE=1 SV=3,0,0,8.223,4,3,3,3,830,92.9,7.12,48,3,0,0,0.9999999999,1,1,42043.2576609373,28941.3636574219,29669.4482777344,32763.8079140625,25298.6210296875,48592.7098593747,32010.4397798555,33414.9360187501,40758.8894367189,38561.0018062499,39272.5197949218,34536.1354980469,40602.7251093752,35089.9030968751,30194.4498925782,28577.3213472656,49565.0753012784,42977.3583935919,38700.4071476437,43872.4490409096,42222.7959321594,58643.8150017477,47402.1322999179,40015.1333763144,42430.120985049,38561.0018062499,46004.5410222194,47514.9318464064,46105.1632850044,49185.0629459737,42283.19217876,48051.4210294116,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9P107,GEM-interacting protein OS=Homo sapiens OX=9606 GN=GMIP PE=1 SV=2,0,0,8.204,2,1,1,1,970,106.6,5.72,41,1,0,0,0.9999999999,1,1,39755.0734453124,34777.3463296875,27325.0578304687,34631.2230257812,39123.1460039061,43497.8402206956,33314.2834921874,37267.4507390626,42205.5756890623,53823.9645023434,36429.9799359376,30538.0932011718,39597.3659554686,34855.1664398436,44324.6221171874,22795.235409375,46867.5197534832,51643.6784002662,35642.4175290664,46373.0153530428,65295.5988394994,52495.1027069737,49332.9077774004,44628.6059348439,43936.1255293985,53823.9645023434,42674.7383451108,42014.4117530158,44963.5589265266,48856.0356123858,62070.5633617994,38329.115623191,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96PK6,RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,0,0,8.202,3,2,2,2,669,69.4,9.67,62,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,0,0,8.189,3,2,2,2,1217,135.5,5.26,24,2,0,0,0.9726152431,0.8391389834,1,51048.5640843749,52793.5746164066,35604.9689273439,34172.585119922,54975.3767062498,51585.8731781251,49550.9438531251,49157.0534039061,44403.1888781249,61016.6268937498,49774.89185625,33469.323834375,52227.4024535577,53465.0641593749,58600.1268187498,32126.3225378908,60181.4907700415,78397.4246695969,46442.6160226743,45758.8752565737,91752.5943108783,62256.0958653339,73376.6987353225,58866.6710970256,46223.8471719382,61016.6268937498,58307.2098819971,46047.208756914,59305.2045542854,74941.2883480878,82061.4527766559,54018.8995195161,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P63167,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",0,0,8.152,37,2,3,2,89,10.4,7.4,48,2,0,0,0.1394603687,0.3003565309,1,130290.668501474,98267.8307789059,110254.23853125,112464.798184742,122832.783175781,151329.653939063,132053.789284264,168076.683534376,133293.04126875,162747.915412499,144471.158622656,108488.460042187,135904.728222656,143967.278142187,141972.778148437,94459.5576656289,153600.533227222,145925.804738743,143814.063577141,150596.235339865,205004.989470536,182631.268261504,195549.677961545,201275.58841659,138758.438849983,162747.915412499,169236.13198466,149258.789690515,154322.392623418,201797.070172433,198813.433725725,158829.301056147,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14409,Glycerol kinase 3 OS=Homo sapiens OX=9606 GN=GK3P PE=2 SV=2,0,0,8.148,8,3,4,3,553,60.6,6.39,45,3,0,0,0.7948284795,0.975880839,1,264331.501938281,201076.84868752,212032.67351836,214601.190813282,202383.80054459,263979.858346875,204118.9173375,259989.345928125,259907.631585938,295438.461630469,271943.851330078,220499.40558164,262513.139160938,244974.126639974,238634.721548437,182197.904135156,311622.160769043,298595.183454027,276572.40933334,287362.196505651,337773.742700893,318582.479180158,302266.135394902,311343.057724155,270564.591075292,295438.461630469,318559.953106768,303363.826823568,298088.640919313,343377.06221808,334175.248353759,306357.201778552,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P25685,DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4,0,0,8.142,8,2,4,2,340,38,8.63,36,2,0,0,0.9999999999,1,1,95403.2684730467,78665.6017286131,61910.3028902252,64893.8754814453,74494.0936136718,81731.7375187502,75703.3829191407,84785.4583833983,81547.948723828,113138.621487891,120515.420827441,63989.7094482422,82637.9572371818,87682.5686085938,86806.2983519528,58683.989438379,112471.545948926,116816.878387524,80754.9202148027,86896.2866768874,124328.867929609,98637.4480594292,112104.107202636,101532.483069245,84891.6488710182,113138.621487891,141173.946826375,88037.2583515177,93836.965417864,122903.521402497,121560.333392416,98674.3666392967,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q8NE71,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2,0,0,8.134,2,1,1,1,845,95.9,6.8,46,1,0,0,0.9999999999,1,1,75151.9851284664,71009.8462218747,61983.1708546873,55062.7197398436,49102.6967578124,61717.104564844,51104.0586375,61989.2954999998,72138.5298046875,90711.7174476563,71997.9838359374,46169.1107109374,73350.9420703125,60888.6870539065,66009.4090734376,46938.7119093749,88597.1737007866,105448.231350658,80849.9681532176,73731.8559605926,81951.2313533171,74482.9105645355,75676.6031725064,74233.5680650226,75096.4167472874,90711.7174476563,84339.7423489431,63519.6184287453,83291.3838209294,85346.8844634907,92437.1379305902,78925.2351935862,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q99961,Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1,0,0,8.127,8,3,4,3,368,41.5,5.43,47,3,0,0,0.6393793652,0.9840240234,1,124903.389290625,90010.2562734375,117244.128684375,118167.3108,77447.5008578568,89051.3227312503,83268.9261937498,119839.738373437,142316.921278126,124623.107812501,121527.6220125,109138.035445312,137045.924193751,104060.295023438,85519.4377124998,71546.6139609373,147249.434035333,133663.468271667,152931.577064787,158232.197398191,129258.034275452,107471.044751888,123307.417300533,143510.767523388,148152.323861174,124623.107812501,142359.657628328,150152.477723744,155618.242260253,145859.968514994,119758.261292449,120302.264473599,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15257,Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens OX=9606 GN=PTPA PE=1 SV=3,0,0,8.118,13,4,5,4,358,40.6,5.94,0,4,0,0,0.9999999999,1,1,216136.967500781,173118.599903906,228584.019159375,216622.979528862,174080.032817442,221631.557503125,195713.986410937,243344.665020703,249659.512033594,264719.331937501,238028.828541797,197808.304579513,243637.487374557,214336.34124375,230226.761028515,157679.765665411,254805.304478571,257077.731399813,298161.749625502,290069.477131531,290535.428507712,267474.691046788,289819.831923517,291410.679995138,259896.269183198,264719.331937501,278831.281117283,272145.333437214,276654.980853945,300432.475022205,322401.051050609,265131.105737193,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y2W1,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2,0,0,8.107,3,2,3,2,955,108.6,10.15,25,2,0,0,0.9999999999,1,1,156878.272675781,145143.430214062,140269.255371094,134255.764319531,113489.500446093,140314.368717188,119837.886815625,133766.848771875,144318.582323437,220652.272551562,197026.7124375,124641.626896875,132360.752364843,151297.196745696,162115.051828125,102124.171410937,184944.836126103,215535.152131139,182965.225451528,179775.47646496,189411.273134412,169337.538592742,177459.96007689,160188.793775703,150236.058759189,220652.272551562,230800.659650467,171482.371198282,150298.140922026,212071.322196075,227019.929685923,171716.988380938,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P15848,Arylsulfatase B OS=Homo sapiens OX=9606 GN=ARSB PE=1 SV=1,0,0,8.074,4,2,3,2,533,59.6,8.21,45,2,0,0,0.8579974547,0.725209871,1,150301.70739375,122012.751609375,98748.4016578122,96926.8455890623,135559.970029687,188489.023903125,127519.363872656,121113.099525,107184.161390625,152150.804463281,130562.129104688,108591.05214375,128386.08244131,156936.950962632,128438.582353125,83416.2776390623,177191.679697159,181186.547274516,128806.013295648,129790.105745831,226246.361191641,227476.826866085,188834.948806202,145035.645987539,111579.019898127,152150.804463281,152942.842876142,149399.936250298,145784.827952641,219976.492677566,179860.645917565,140260.545375587,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A OS=Homo sapiens OX=9606 GN=FCGR3A PE=1 SV=2,0,0,8.049,4,1,3,1,254,29.1,8.07,33,1,0,0,0.1235691824,0.1576747764,1,196307.243240625,120307.986021094,135425.900775,129419.281483594,294483.807962376,432206.289642185,236810.729396485,237770.666873437,164300.973117187,169999.561317729,152933.5929,140799.848835938,207776.103923437,288323.733585938,226827.355679617,113933.586179682,231427.911030979,178655.003753212,176647.622472376,173299.173487191,491486.461429245,521605.519958015,350677.266607141,284735.692523158,171037.784975643,169999.561317729,179149.180775337,193712.907508202,235933.700812121,404139.645130722,317640.649381682,191573.963577047,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9H3K6,BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1,0,0,8.039,19,1,1,1,86,10.1,6.52,56,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens OX=9606 GN=VTI1B PE=1 SV=3,0,0,8.03,9,2,2,2,232,26.7,9.04,59,2,0,0,0.9999999999,1,1,119506.682521875,106905.880769532,123443.483264063,114767.377725,102487.631361328,131522.5296,108125.249692969,116169.54958125,133815.609558985,159973.836,136625.600751133,122561.95111875,126317.627377734,134385.955171875,131048.243390625,92511.5624296877,140887.220632908,158753.139852017,161017.927172839,153679.50953704,171049.415676123,158727.161270596,160115.494387341,139115.634342428,139302.433941214,159973.836,160045.703389107,168621.146239693,143436.058056114,188367.053791383,183515.118827739,155553.838737337,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1",0,0,7.995,9,2,2,2,277,30.2,8.09,31,2,0,0,0.4360646644,1,1,98237.739960938,73952.2604906255,92527.9467750007,76055.1683718755,56671.0623703127,75657.6871875002,58140.7032421877,82198.9252734379,83957.1294375005,76851.5918967722,90619.3029843754,76168.3312499999,81508.3798289067,76836.4659562501,72976.6068281253,54325.1202656253,115813.123185154,109817.658930761,120692.140251739,101841.840467535,94582.6532961012,91307.0175284304,86096.7023899128,98435.0518091865,87399.6129144124,76851.5918967722,106153.092883251,104792.647353463,92554.3088791395,107700.679713216,102193.744282319,91345.1332487028,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q03252,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,0,0,7.982,6,3,4,1,620,69.9,5.59,0,3,0,0,0.9347719665,0.9626383512,1,137321.95640625,135919.785890625,123258.583023668,112892.053570313,146975.4429,177133.5707625,132662.72105625,149296.470571875,140702.100825,188062.606874999,147025.003125001,112389.305273438,158625.935325,188748.573750001,188588.82013125,87617.7132187503,161889.765171991,201838.220898885,160776.745924102,151168.352603526,245298.51351673,213772.567622939,196451.404542492,178785.863279653,146471.291130838,188062.606874999,172227.751691926,154625.585732786,180122.753576138,264566.432549747,264092.81681715,147325.061588085,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q7L1Q6,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,0,0,7.97,6,2,3,2,419,48,5.92,23,2,0,0,0.9999999999,1,1,380969.542181249,291874.682653126,222551.323087501,241653.908381902,269678.209092188,380771.569621091,244907.568829687,290478.135749999,331936.406639063,452855.660657812,353425.042574999,237346.938107812,417693.234519976,328890.388457813,296308.536768749,184034.348643751,449127.519993563,433428.189178724,290292.786509165,323587.197459769,450086.507738414,459531.842356727,362667.337867124,347854.065571668,345546.752810928,452855.660657812,414008.496381829,326542.718967028,474298.577957727,461001.400145327,414939.528587994,309445.096798777,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",0,0,7.953,13,1,2,1,109,12.3,10.24,24,1,0,0,0.9999999999,0.6493460964,1,180442.894551562,159290.27565,142559.292218135,131334.019033594,144873.287779688,204063.260620313,138371.471003906,166513.894439063,175281.603904688,177912.007524662,159579.150096093,134957.36615625,169438.7479125,158189.57323125,180415.355742187,117635.584532813,212725.325143832,236542.940625001,185952.317005574,175863.107014375,241790.066690378,246272.499292655,204905.112837254,199404.113515279,182468.653167701,177912.007524662,186933.906844346,185674.80010748,192400.907039334,221732.277096788,252646.99923284,197798.699596034,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UNF1,Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,0,0,7.951,7,3,3,3,606,64.9,9.32,30,3,0,0,0.802798937,1,1,204253.590342075,177278.91718711,180762.245258203,172621.05691875,131798.838909375,149285.577555469,156233.87566875,176912.4295125,208791.639632812,204036.577619531,210014.530537952,205120.132039453,199616.311640624,211739.373862499,181125.056475,154595.31407461,240795.912331683,263255.721111277,235783.706624048,231148.605892214,219969.12293503,180164.387166874,231356.360459614,211856.591881492,217352.696619501,204036.577619531,246014.825018808,282204.970348569,226668.102147071,296792.339460622,253640.837921132,259944.74553802,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O94923,D-glucuronyl C5-epimerase OS=Homo sapiens OX=9606 GN=GLCE PE=1 SV=3,0,0,7.908,3,1,1,1,617,70.1,8.97,50,1,0,0,0.9714138994,1,1,50604.4877250001,36314.0360085936,40804.4813214842,44318.7428707029,35332.0539515625,40895.6495062501,32691.3947249999,42095.76855,47253.9126468751,53213.6162250003,51557.9485125865,44294.993015625,49638.2843859376,35475.74415,39184.8909375,30456.9334265624,59657.9662047133,53925.6324868749,53224.7861776029,59345.1101060067,58968.3565009431,49354.6647421261,48410.5132100837,50410.6245231626,49191.4588040171,53213.6162250003,60395.9147453396,60941.2009746573,56365.2119564926,49725.8913555791,54873.0736909806,51211.9002883572,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q4G176,"Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3",0,0,7.908,6,2,2,2,576,64.1,8.37,50,2,0,0,0.9999999999,1,1,15621.9851906251,16711.6380234374,9524.4650273437,12621.3769687499,15626.0847058593,10240.248665625,14824.1111132812,13681.9538028875,12552.1008292968,21601.692440625,17116.9120031251,14824.1111132812,17140.7916796875,13230.102290625,12557.385225,9173.8712226562,18416.8619514039,24816.4552706922,12423.5769728928,16900.6825867126,26079.5631896259,12358.381536175,21952.0406796363,16384.4457449778,13066.7730196741,21601.692440625,20051.0607552946,20395.0621305312,19463.6935599123,18544.463122328,17584.8983710715,15425.4327490227,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",0,0,7.906,6,2,4,2,443,48.2,8.66,29,2,0,0,0.6234584447,0.9519035088,1,83381.0954109374,110807.644767188,57119.719284375,50743.6427179687,194182.819514061,152872.71800625,130809.024689063,89539.0194187504,73308.2114015625,169561.075628791,119678.402636719,54892.494009375,96190.9007812498,160606.539482812,177954.284165624,66151.5945010169,98298.5263909745,164547.18299661,74506.1509661894,67948.3863760136,324086.500693149,184493.505703166,193706.388821196,107224.978746487,76314.0586495881,169561.075628791,140193.448557038,75521.2786295161,109226.589474093,225120.10740493,249200.605514534,111230.79313518,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13596,Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,0,0,7.898,6,3,4,2,522,59,5.15,38,3,0,0,0.7408279191,0.5819898187,1,318965.499737645,290930.074658214,296209.677508593,273389.527253906,295171.803093749,492936.427396872,282041.846728125,323030.597175,313202.354385937,336255.106171875,350861.377921052,281236.600992187,324618.034125,312541.371243749,331959.14544375,234196.395288282,376030.543125469,432025.464800587,386371.698366147,366082.847702734,492634.708916735,594897.315657888,417657.021417533,386836.366328366,326044.550601163,336255.106171875,411005.373171105,386926.265378316,368609.925276529,438085.194347936,464863.323962896,393790.217663087,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,0,0,7.87,12,3,3,2,203,23.3,9.32,17,3,0,0,0.9999999999,1,1,236584.161515625,217803.010064062,240607.700540625,239554.42736635,193968.208035938,217663.010296875,220333.188796875,248572.249148438,275202.384187501,297117.756272747,263351.238373187,215001.63444375,248615.932743751,253250.723446875,241840.831804687,203815.180903125,278910.637115229,323433.20561973,313845.268931693,320775.882788751,323728.31924781,262685.274097979,326276.772116856,297670.82892943,286486.472468264,297117.756272747,308494.410652971,295799.974726139,282308.099851101,354978.260825041,338664.966715697,342705.635379602,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
